"id","startHour","startWeekday","duration","clickCount","clickMinPrice","clickMaxPrice","cartCount","cartMinPrice","cartMaxPrice","cartSumPrice","onlineStatus","availability","maxVal","customerScore","accountLifetime","payments","age","addressType","lastOrder","order"
105,13,6,2949.756,59,"12.99","69.99",10,"14.99","69.99","349.84","y","completely orderable","800","571","7","4","39","2","172","y"
107,9,6,1197.435,25,"14.99","99.99",9,"14.99","99.99","389.91","y","completely orderable","700","509","8","12","45","1","71","y"
108,19,6,12.775,3,"9.99","9.99",1,"9.99","9.99","9.99","?","?","300","528","58","2","29","2","62","n"
109,10,6,8439.193,140,"3.0","59.99",8,"3.99","10.0","57.99","y","completely orderable","2100","518","138","23","55","2","11","y"
111,17,5,1278.673,46,"7.99","34.99",6,"9.99","34.99","107.94","y","completely orderable","600","541","30","2","26","2","289","y"
113,20,5,1001.5,34,"3.5","19.99",6,"3.5","19.99","57.92","y","completely orderable","300","517","79","8","34","2","49","y"
114,11,7,682.888,13,"12.99","15.49",2,"12.99","12.99","25.98","y","completely orderable","1700","536","220","9","46","2","79","y"
115,18,7,596.04,9,"7.99","19.99",2,"9.99","19.99","29.98","y","completely orderable","1600","493","63","4","25","2","185","y"
116,22,6,687.436,18,"3.99","24.99",3,"3.99","24.99","53.97","y","completely orderable","3400","498","109","37","30","2","40","y"
117,19,5,1804.584,6,"4.99","899.0",3,"4.99","34.99","44.97","y","completely orderable","2500","491","223","10","58","2","20","y"
118,15,7,740.522,14,"12.99","59.99",3,"12.99","12.99","38.97","y","completely orderable","600","80","72","1","58","1","41","y"
119,12,6,1141.906,3,"29.99","29.99",1,"29.99","29.99","29.99","y","?","4000","70","162","1","55","2","7","n"
120,18,5,0,1,"39.99","39.99",1,"39.99","39.99","39.99","?","?","500","546","15","1","34","2","90","n"
121,13,6,654.152,42,"3.99","19.99",4,"3.99","9.99","28.97","?","?","4000","533","113","41","33","2","4","n"
122,17,7,1608.921,54,"12.99","39.99",4,"22.99","39.99","120.96","y","completely orderable","300","70","85","1","36","2","406","y"
123,19,6,1149.641,10,"9.99","29.99",6,"9.99","29.99","97.94","y","completely orderable","1500","581","217","9","50","2","6","y"
125,15,5,1242.706,39,"3.0","19.99",2,"3.0","19.99","22.99","y","completely orderable","1400","435","57","47","30","2","18","y"
126,16,6,430.246,11,"59.95","59.99",3,"59.95","59.99","179.93","y","completely orderable","4000","515","189","13","47","2","6","y"
128,14,7,20.054,2,"3.99","3.99",1,"3.99","3.99","3.99","?","?","600","487","12","13","22","2","59","n"
130,16,7,9919.123,109,"3.99","299.99",16,"6.99","299.99","972.77","y","completely orderable","2500","578","61","8","45","1","198","y"
131,13,6,498.301,5,"269.0","269.0",1,"269.0","269.0","269.0","?","?","2000","517","163","7","46","2","6","n"
132,14,5,4727.574,102,"17.0","149.95",3,"29.99","149.95","299.9","y","completely orderable","1100","483","172","9","49","2","27","y"
133,15,7,1055.765,13,"7.99","29.99",6,"7.99","29.99","96.94","y","completely orderable","1700","570","143","9","42","2","52","y"
134,11,6,4071.527,32,"14.99","39.99",3,"19.99","29.99","74.97","?","?","300","498","2","1","21","2","78","n"
135,17,7,241.08,3,"24.99","24.99",1,"24.99","24.99","24.99","y","completely orderable","600","598","11","2","65","2","205","y"
136,12,7,1001.352,18,"9.99","349.99",2,"9.99","44.99","54.98","y","completely orderable","2500","536","352","13","49","2","4","y"
137,7,6,3894.554,71,"4.99","15.0",3,"4.99","14.99","27.97","y","completely orderable","600","492","90","3","36","2","44","n"
138,14,6,857.632,19,"9.99","14.99",4,"9.99","14.99","49.96","y","completely orderable","2500","489","174","9","73","2","25","y"
139,21,5,0,4,"19.99","39.99",4,"19.99","39.99","129.96","?","?","800","465","116","3","31","2","112","n"
140,12,5,668.86,6,"14.99","29.99",2,"14.99","29.99","44.98","y","completely orderable","600","70","12","1","25","2","399","y"
143,15,5,282.001,4,"69.99","69.99",1,"69.99","69.99","69.99","y","completely orderable","2500","489","247","10","45","2","12","y"
145,11,7,447.297,4,"17.99","29.99",4,"17.99","29.99","95.96","y","completely orderable","2500","543","451","20","60","2","20","y"
146,8,5,934.214,14,"24.99","149.9",1,"49.99","49.99","49.99","y","completely orderable","600","597","204","1","45","1","149","n"
147,18,5,3289.489,66,"7.99","69.99",13,"9.99","29.99","245.89","y","completely orderable","800","577","48","6","56","2","161","y"
148,10,7,2334.964,24,"7.99","59.99",4,"14.99","44.99","109.96","?","?","?","?","?","0","31","2","9","n"
149,17,6,595.771,12,"9.99","29.99",3,"9.99","24.99","57.97","y","completely orderable","1300","592","221","11","56","2","13","y"
150,22,6,101.927,8,"9.99","59.95",8,"9.99","59.95","239.76","y","completely orderable","2500","544","356","6","49","2","10","y"
151,12,6,1372.87,37,"24.99","199.95",1,"39.99","39.99","39.99","?","?","2500","496","176","13","52","2","12","n"
152,7,6,201.627,5,"29.99","44.99",1,"29.99","29.99","29.99","y","completely orderable","600","414","29","16","39","2","7","y"
153,19,5,6834.967,114,"12.95","59.95",4,"15.95","22.95","77.61","y","completely orderable","3800","590","221","55","43","2","16","y"
154,15,5,792.958,10,"9.99","24.99",2,"9.99","24.99","34.98","y","completely orderable","4000","597","85","5","55","2","12","y"
155,10,7,6.444,2,"24.99","24.99",1,"24.99","24.99","24.99","?","?","1400","466","72","12","28","1","6","n"
158,15,5,1209.798,15,"1.0","12.99",5,"3.99","12.99","35.95","y","completely orderable","10000","562","223","17","51","2","11","y"
159,10,5,5479.746,83,"3.0","99.99",4,"5.0","9.99","29.98","y","completely orderable","600","578","228","5","46","1","60","n"
160,15,7,202.188,6,"9.99","59.99",2,"9.99","59.99","69.98","y","completely orderable","4000","520","372","10","58","2","14","y"
162,18,5,1445.759,22,"9.99","29.99",3,"9.99","29.99","69.97","y","completely orderable","4000","534","220","3","54","2","33","y"
163,9,6,1749.89,41,"3.99","22.95",13,"5.99","22.95","158.79","y","completely orderable","300","578","5","1","34","2","182","y"
164,16,5,245.357,14,"39.99","59.95",1,"50.0","50.0","50.0","?","?","600","453","75","2","32","2","24","n"
165,14,7,4285.44,32,"7.0","10.0",3,"7.0","10.0","24.0","y","completely orderable","4000","523","216","10","42","2","4","y"
166,13,6,350.403,9,"39.99","49.99",2,"49.99","49.99","99.98","y","completely orderable","500","411","1","0","31","2","12","y"
167,16,6,165.776,7,"12.99","12.99",2,"12.99","12.99","25.98","y","completely not determinable","600","576","23","9","64","2","162","n"
168,19,6,2161.202,56,"10.95","59.99",9,"10.95","49.99","225.87","y","completely orderable","600","70","53","0","53","2","444","y"
170,8,5,1049.411,23,"9.99","189.99",5,"9.99","189.99","414.96","y","completely orderable","3500","510","229","11","42","2","12","y"
172,9,6,7926.973,23,"11.99","24.99",4,"11.99","24.99","86.96","?","?","800","527","348","3","50","2","17","y"
173,14,7,1879.729,53,"8.99","29.99",3,"8.99","29.99","68.97","y","completely orderable","600","70","13","1","29","2","402","y"
174,16,7,14.015,2,"15.99","15.99",2,"15.99","15.99","31.98","?","?","600","445","16","0","39","1","76","n"
175,17,6,877.298,27,"8.99","14.99",9,"8.99","14.99","96.91","y","completely orderable","900","504","231","5","42","2","229","n"
176,8,5,1224.288,78,"11.99","39.99",3,"29.99","39.99","99.97","y","completely orderable","1800","527","135","2","35","2","34","y"
178,19,5,1578.384,18,"2.99","40.0",2,"20.99","20.99","41.98","y","completely orderable","4000","553","179","4","41","2","11","y"
180,9,5,177.753,3,"149.0","149.0",1,"149.0","149.0","149.0","y","completely orderable","600","552","11","1","36","2","281","y"
182,17,6,824.607,12,"12.99","79.99",12,"12.99","79.99","374.89","y","completely orderable","2900","588","293","4","53","2","14","y"
183,11,6,3063.487,83,"4.99","99.0",2,"6.99","9.99","16.98","?","?","1500","548","234","5","44","2","12","n"
185,14,6,418.342,15,"3.99","29.99",3,"3.99","9.99","17.97","?","?","2900","512","361","12","52","2","19","n"
186,18,5,950.332,42,"5.99","59.99",9,"5.99","59.99","140.91","y","completely orderable","10900","459","246","20","48","1","28","y"
187,20,6,712.694,6,"49.99","49.99",1,"49.99","49.99","49.99","y","completely orderable","4000","578","210","5","36","2","4","y"
188,18,5,151.872,4,"59.99","79.99",2,"59.99","79.99","139.98","y","completely orderable","2800","455","171","19","53","2","11","y"
189,2,6,0,1,"6.99","6.99",1,"6.99","6.99","6.99","?","?","300","537","5","0","53","1","32","n"
191,22,6,783.976,5,"229.99","229.99",1,"229.99","229.99","229.99","y","completely orderable","4000","561","224","26","57","2","5","y"
192,16,7,214.961,6,"44.99","44.99",2,"44.99","44.99","89.98","y","completely orderable","2800","541","236","17","41","2","19","y"
193,16,6,754.769,10,"39.99","94.99",2,"54.99","74.99","129.98","y","completely orderable","900","447","54","10","41","2","62","y"
194,12,6,25.642,3,"24.99","24.99",3,"24.99","24.99","74.97","?","?","2100","511","50","52","42","2","6","n"
195,16,5,206.308,9,"7.0","7.0",2,"7.0","7.0","14.0","y","completely orderable","600","70","11","3","45","2","323","n"
196,21,6,1864.623,31,"8.99","59.95",5,"12.99","18.99","77.95","y","completely orderable","600","493","105","1","40","2","230","y"
200,18,6,1316.478,25,"9.99","27.99",8,"9.99","27.99","125.92","y","completely orderable","300","375","11","11","44","1","6","y"
202,11,7,426.259,5,"9.99","9.99",2,"9.99","9.99","19.98","y","completely orderable","600","555","221","10","41","2","16","y"
203,7,7,3970.23,71,"3.99","29.99",7,"9.99","29.99","123.94","y","completely orderable","600","568","350","7","56","2","140","n"
204,22,6,558.432,3,"29.99","49.99",3,"29.99","49.99","109.97","y","completely orderable","4000","543","407","4","61","2","225","y"
205,17,7,263.338,4,"14.99","39.99",4,"14.99","39.99","109.96","y","completely orderable","2800","512","223","8","48","2","26","y"
206,21,6,1911.425,12,"9.99","39.99",3,"9.99","39.99","67.97","y","completely orderable","600","569","234","1","46","2","188","y"
207,6,5,2816.046,45,"12.99","179.95",4,"19.99","27.85","103.54","y","completely orderable","800","503","18","1","46","1","40","y"
208,11,5,4388.804,38,"9.0","119.99",6,"9.0","119.99","193.95","y","completely orderable","1000","471","101","5","36","2","88","y"
209,10,5,673.359,6,"299.99","299.99",2,"299.99","299.99","599.98","y","completely orderable","900","566","44","1","38","2","234","y"
210,20,6,387.559,2,"9.99","9.99",1,"9.99","9.99","9.99","y","completely orderable","?","?","?","0","39","1","5","y"
211,8,7,11.749,1,"6.99","6.99",1,"6.99","6.99","6.99","y","completely orderable","300","537","5","0","53","1","34","n"
213,16,7,614.47,4,"119.99","119.99",2,"119.99","119.99","239.98","y","completely orderable","600","603","86","1","71","1","108","y"
214,18,6,2527.656,34,"7.9","69.95",4,"19.9","59.95","169.79","y","completely orderable","2600","523","221","5","39","2","212","y"
215,10,5,1828.968,89,"4.99","59.99",6,"8.99","22.99","80.87","y","completely orderable","4000","545","68","6","46","2","18","n"
218,8,6,39.761,6,"3.0","17.99",6,"3.0","17.99","35.99","y","completely orderable","4000","530","219","1","52","2","10","n"
219,21,5,10805.821,127,"0.99","34.99",8,"1.99","34.99","60.67","y","completely orderable","1600","514","72","11","69","1","25","y"
221,10,6,5139.512,46,"9.99","1499.99",2,"9.99","899.99","909.98","y","completely orderable","2900","491","67","11","45","2","251","y"
222,21,5,2980.997,69,"4.99","59.99",5,"7.0","39.99","91.96","y","completely orderable","300","569","1","0","35","1","67","y"
223,16,5,3795.277,38,"11.99","49.99",13,"11.99","49.99","429.88","?","?","2800","499","183","7","50","2","66","n"
224,4,7,15.894,1,"6.99","6.99",1,"6.99","6.99","6.99","y","completely orderable","300","537","5","0","53","1","33","n"
225,14,6,261.684,4,"14.99","24.99",2,"14.99","24.99","39.98","y","completely orderable","600","70","271","0","70","1","280","y"
227,8,7,695.951,17,"34.99","379.0",5,"34.99","159.99","534.95","y","?","1200","505","215","13","52","2","34","n"
228,9,5,1029.674,48,"49.99","62.99",2,"59.99","62.99","122.98","y","completely orderable","800","448","8","15","43","2","11","y"
229,19,6,1506.303,8,"3.99","29.95",8,"3.99","29.95","135.88","y","completely orderable","5000","614","481","9","71","2","6","y"
230,17,6,653.167,15,"7.0","49.99",2,"7.0","49.99","56.99","?","?","4000","577","82","6","46","2","191","n"
231,15,7,8631.045,13,"14.99","59.99",2,"17.99","17.99","35.98","y","completely orderable","600","529","31","2","33","2","10","y"
233,16,6,59.341,4,"8.99","10.99",4,"8.99","10.99","39.96","y","?","2900","452","82","15","60","2","11","n"
234,9,6,895.475,18,"14.99","49.99",3,"19.99","49.99","89.97","y","completely orderable","300","517","12","2","30","2","389","y"
235,6,7,941.754,34,"6.99","79.99",8,"6.99","29.99","152.92","y","completely orderable","600","572","41","3","31","2","258","y"
236,19,5,962.872,8,"34.99","99.99",4,"34.99","99.99","234.96","y","completely orderable","400","498","48","9","57","2","37","y"
237,9,6,1355.591,18,"12.99","16.99",3,"12.99","12.99","38.97","y","completely orderable","800","568","138","4","36","2","11","y"
238,11,5,1839.283,6,"9.99","799.99",2,"9.99","74.0","83.99","y","completely orderable","600","70","41","0","46","2","21","y"
239,9,5,374.527,2,"39.99","39.99",1,"39.99","39.99","39.99","y","completely orderable","1900","500","165","7","36","2","198","n"
240,17,6,146.996,10,"9.99","17.99",3,"9.99","14.99","39.97","?","?","600","558","231","16","53","2","20","n"
241,17,6,2436.471,58,"3.99","49.99",5,"4.99","49.99","97.91","y","completely orderable","1300","70","166","3","45","2","381","y"
242,16,6,122.933,3,"14.99","17.99",3,"14.99","17.99","50.97","y","completely orderable","8000","510","118","100","40","1","18","y"
243,0,7,804.9,10,"9.99","34.36",3,"9.99","19.99","47.93","y","completely orderable","1600","70","121","2","57","2","386","y"
244,13,7,3123.142,19,"899.99","1299.99",0,"?","?","?","y","completely orderable","4000","489","215","17","52","2","28","n"
245,10,7,229.252,5,"49.99","49.99",1,"49.99","49.99","49.99","?","?","300","429","3","1","33","2","9","n"
246,12,6,1468.616,19,"29.99","179.99",5,"29.99","129.99","299.95","y","completely orderable","?","?","?","0","49","2","11","n"
248,14,5,225.736,6,"4.5","4.5",1,"4.5","4.5","4.5","?","?","1000","569","141","2","57","2","144","n"
249,17,6,1115.529,5,"3.99","9.99",2,"3.99","3.99","7.98","y","completely orderable","800","559","28","8","42","2","14","n"
250,8,7,311.82,10,"9.99","29.99",2,"14.99","29.99","44.98","y","completely orderable","700","483","189","0","35","2","44","y"
253,21,6,3542.066,44,"3.99","42.99",7,"3.99","24.99","78.93","y","completely orderable","600","543","167","9","43","2","15","y"
255,15,7,952.979,9,"8.99","39.99",9,"8.99","39.99","204.91","y","completely orderable","2500","602","223","6","54","1","55","y"
256,19,6,1143.182,5,"39.99","39.99",1,"39.99","39.99","39.99","y","completely orderable","1500","508","208","17","48","1","231","y"
258,9,6,16.97,2,"399.99","399.99",1,"399.99","399.99","399.99","y","completely orderable","600","70","81","0","43","2","5","n"
260,13,7,4923.915,35,"0.0","19.99",6,"4.99","19.99","80.98","y","completely orderable","600","552","43","2","55","2","16","y"
261,10,6,845.004,17,"3.99","17.99",5,"3.99","17.99","51.95","y","completely orderable","800","481","121","11","34","1","65","y"
262,18,6,269.612,4,"9.99","9.99",2,"9.99","9.99","19.98","y","completely orderable","600","70","273","3","48","2","280","n"
264,17,5,156.355,4,"6.99","39.99",4,"6.99","39.99","97.96","y","?","1600","505","142","3","55","2","226","n"
265,16,7,173.071,8,"7.0","34.99",1,"7.0","7.0","7.0","?","?","600","567","100","2","40","2","82","n"
266,16,5,1465.095,42,"9.99","29.99",9,"17.99","29.99","228.93","y","completely orderable","4000","569","140","3","50","2","169","y"
267,9,7,4009.02,35,"3.99","239.99",12,"3.99","149.99","646.84","y","completely orderable","6500","551","21","87","42","1","4","y"
269,11,7,767.094,4,"3.99","49.99",4,"3.99","49.99","118.96","y","completely orderable","4000","533","126","14","46","2","49","y"
270,18,6,111.323,1,"6.99","6.99",1,"6.99","6.99","6.99","y","completely orderable","300","537","5","0","53","1","33","n"
272,17,7,297.73,14,"7.99","24.99",4,"7.99","12.99","38.96","y","completely orderable","2500","498","25","69","71","1","10","y"
273,16,5,12393.434,197,"5.0","159.95",8,"10.95","59.95","226.35","y","completely orderable","1500","556","14","5","33","2","13","y"
274,17,5,155.477,9,"35.0","49.95",3,"35.0","49.95","119.95","?","?","3000","505","103","20","35","2","165","n"
275,12,6,492.116,2,"1099.99","1099.99",1,"1099.99","1099.99","1099.99","y","completely orderable","2600","513","100","44","34","2","7","y"
276,10,6,476.964,5,"3.99","179.99",3,"3.99","179.99","213.97","y","completely orderable","2500","554","433","26","74","2","4","y"
277,6,6,9934.079,38,"9.99","459.99",10,"9.99","29.99","209.9","y","completely orderable","200","547","50","1","53","2","5","y"
279,10,7,675.257,11,"14.99","34.99",2,"19.99","34.99","54.98","y","completely orderable","800","504","34","11","59","2","292","y"
281,16,5,188.131,12,"6.0","12.99",2,"6.0","12.99","18.99","?","?","3400","531","206","15","42","1","10","n"
282,19,6,1200.726,17,"69.99","599.99",2,"69.99","549.99","619.98","y","completely orderable","4000","551","269","18","53","2","69","y"
283,14,6,3342.643,62,"6.99","44.99",5,"12.99","33.61","106.19","y","completely orderable","600","70","12","1","68","2","375","y"
285,18,5,2754.481,52,"7.99","49.95",11,"9.95","39.95","212.65","y","completely orderable","4000","517","171","11","43","2","19","y"
287,13,6,424.539,4,"17.99","49.99",4,"17.99","49.99","137.96","y","completely orderable","3800","554","356","7","30","1","24","y"
